"date","game_pk","day_night","team","win_indicator","league","division"
"2023-05-30",717956,"night","Houston Astros",1,"American League","AL West"
"2023-05-30",717959,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-30",717955,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-30",717958,"night","Oakland Athletics",1,"American League","AL West"
"2023-05-30",717952,"night","Seattle Mariners",0,"American League","AL West"
"2023-05-30",717972,"night","San Francisco Giants",0,"National League","NL West"
"2023-05-30",717957,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-31",717951,"day","Detroit Tigers",1,"American League","AL Central"
"2023-05-31",717943,"day","Chicago White Sox",0,"American League","AL Central"
"2023-05-31",717950,"day","Chicago Cubs",0,"National League","NL Central"
"2023-05-31",717946,"day","Baltimore Orioles",0,"American League","AL East"
"2023-05-31",717949,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-31",717953,"day","San Francisco Giants",0,"National League","NL West"
"2023-05-31",717954,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-05-31",717945,"night","Miami Marlins",1,"National League","NL East"
"2023-05-31",717947,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-05-31",717948,"night","Boston Red Sox",0,"American League","AL East"
"2023-05-31",717944,"night","New York Mets",1,"National League","NL East"
"2023-05-31",717938,"night","Houston Astros",0,"American League","AL West"
"2023-05-31",717940,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-31",717939,"night","Seattle Mariners",1,"American League","AL West"
"2023-06-01",717942,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-06-01",717934,"day","New York Mets",1,"National League","NL East"
"2023-06-01",717941,"day","Miami Marlins",0,"National League","NL East"
"2023-06-01",717933,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-06-01",717932,"night","Boston Red Sox",1,"American League","AL East"
"2023-06-01",717937,"night","Minnesota Twins",1,"American League","AL Central"
"2023-06-01",717936,"night","Houston Astros",1,"American League","AL West"
"2023-06-02",717931,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-06-02",717927,"night","Miami Marlins",1,"National League","NL East"
"2023-06-02",717930,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-06-02",717935,"night","Washington Nationals",1,"National League","NL East"
"2023-06-02",717929,"night","New York Mets",0,"National League","NL East"
"2023-06-02",717922,"night","Texas Rangers",1,"American League","AL West"
"2023-06-02",717926,"night","Houston Astros",1,"American League","AL West"
"2023-06-02",717923,"night","Kansas City Royals",0,"American League","AL Central"
"2023-06-02",717924,"night","Minnesota Twins",1,"American League","AL Central"
"2023-06-02",717925,"night","Chicago White Sox",1,"American League","AL Central"
"2023-06-02",717921,"night","San Diego Padres",0,"National League","NL West"
"2023-06-02",717919,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-06-02",717917,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-06-02",717920,"night","San Francisco Giants",0,"National League","NL West"
"2023-06-03",717918,"day","Boston Red Sox",1,"American League","AL East"
"2023-06-03",717885,"night","Boston Red Sox",0,"American League","AL East"
"2023-06-03",717915,"day","Chicago White Sox",1,"American League","AL Central"
"2023-06-03",717907,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-06-03",717912,"day","Texas Rangers",1,"American League","AL West"
"2023-06-03",717914,"day","Washington Nationals",0,"National League","NL East"
"2023-06-03",717908,"day","Houston Astros",1,"American League","AL West"
"2023-06-03",717909,"day","Kansas City Royals",0,"American League","AL Central"
"2023-06-03",717910,"day","New York Mets",0,"National League","NL East"
"2023-06-03",717911,"day","Miami Marlins",1,"National League","NL East"
"2023-06-03",717906,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-06-03",717913,"night","Minnesota Twins",0,"American League","AL Central"
"2023-06-03",717905,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-06-03",717916,"night","San Francisco Giants",1,"National League","NL West"
"2023-06-03",717903,"night","San Diego Padres",1,"National League","NL West"
"2023-06-03",717901,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-06-04",717898,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-06-04",717904,"day","Boston Red Sox",0,"American League","AL East"
"2023-06-04",717902,"day","Washington Nationals",0,"National League","NL East"
"2023-06-04",717900,"day","New York Mets",0,"National League","NL East"
"2023-06-04",717896,"day","Miami Marlins",1,"National League","NL East"
"2023-06-04",717897,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-06-04",717899,"day","Houston Astros",0,"American League","AL West"
"2023-06-04",717893,"day","Kansas City Royals",1,"American League","AL Central"
"2023-06-04",717895,"day","Minnesota Twins",0,"American League","AL Central"
"2023-06-04",717891,"day","Chicago White Sox",1,"American League","AL Central"
"2023-06-04",717894,"day","Texas Rangers",1,"American League","AL West"
"2023-06-04",717890,"day","San Francisco Giants",0,"National League","NL West"
"2023-06-04",717892,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-06-04",717889,"day","San Diego Padres",0,"National League","NL West"
"2023-06-04",717888,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-06-05",717928,"day","Boston Red Sox",0,"American League","AL East"
"2023-06-05",717886,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-06-05",717887,"night","Miami Marlins",1,"National League","NL East"
"2023-06-05",717884,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-06-05",717878,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-06-05",717883,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-06-05",717879,"night","Texas Rangers",1,"American League","AL West"
"2023-06-05",717880,"night","San Diego Padres",1,"National League","NL West"
"2023-06-06",717882,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-06-06",717875,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-06-06",717876,"night","Miami Marlins",1,"National League","NL East"
"2023-06-06",717881,"night","Washington Nationals",0,"National League","NL East"
"2023-06-06",717874,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-06-06",717877,"night","New York Yankees",0,"American League","AL East"
"2023-06-06",717871,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-06-06",717873,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-06-06",717870,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-06-06",717872,"night","Atlanta Braves",1,"National League","NL East"
"2023-06-06",717867,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-06-06",717868,"night","Texas Rangers",1,"American League","AL West"
"2023-06-06",717869,"night","Colorado Rockies",0,"National League","NL West"
"2023-06-06",717861,"night","Los Angeles Angels",1,"American League","AL West"
"2023-06-06",717864,"night","San Diego Padres",0,"National League","NL West"
"2023-06-07",717865,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-06-07",717863,"day","San Diego Padres",1,"National League","NL West"
"2023-06-07",717860,"night","Miami Marlins",1,"National League","NL East"
"2023-06-07",717859,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-06-07",717866,"night","Washington Nationals",0,"National League","NL East"
"2023-06-07",717856,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-06-07",717858,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-06-07",717853,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-06-07",717850,"night","Atlanta Braves",1,"National League","NL East"
"2023-06-07",717851,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-06-07",717854,"night","Texas Rangers",0,"American League","AL West"
"2023-06-07",717852,"night","Colorado Rockies",0,"National League","NL West"
"2023-06-07",717855,"night","Los Angeles Angels",1,"American League","AL West"
"2023-06-08",717844,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-06-08",717845,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-06-08",717849,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-06-08",717846,"day","Colorado Rockies",0,"National League","NL West"
"2023-06-08",717848,"night","New York Yankees",0,"American League","AL East"
"2023-06-08",717857,"night","New York Yankees",1,"American League","AL East"
"2023-06-08",717862,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-06-08",717843,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-06-08",717842,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-06-08",717840,"night","Atlanta Braves",1,"National League","NL East"
"2023-06-08",717838,"night","Los Angeles Angels",1,"American League","AL West"
"2023-06-09",717834,"night","Detroit Tigers",0,"American League","AL Central"
"2023-06-09",717827,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-06-09",717839,"night","Baltimore Orioles",1,"American League","AL East"
"2023-06-09",717836,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-06-09",717837,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-06-09",717841,"night","New York Yankees",0,"American League","AL East"
"2023-06-09",717835,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-06-09",717833,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-06-09",717829,"night","Atlanta Braves",1,"National League","NL East"
"2023-06-09",717828,"night","Chicago White Sox",1,"American League","AL Central"
"2023-06-09",717831,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-06-09",717832,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-06-09",717830,"night","Colorado Rockies",0,"National League","NL West"
"2023-06-09",717824,"night","Los Angeles Angels",1,"American League","AL West"
"2023-06-09",717823,"night","San Francisco Giants",0,"National League","NL West"
"2023-06-10",717821,"day","Detroit Tigers",0,"American League","AL Central"
"2023-06-10",717820,"day","Chicago White Sox",0,"American League","AL Central"
"2023-06-10",717817,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-06-10",717822,"day","Toronto Blue Jays",0,"American League","AL East"
"2023-06-10",717819,"day","Colorado Rockies",0,"National League","NL West"
"2023-06-10",717818,"day","Baltimore Orioles",1,"American League","AL East"
"2023-06-10",717812,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-06-10",717811,"day","Philadelphia Phillies",0,"National League","NL East"
"2023-06-10",717813,"day","Tampa Bay Rays",0,"American League","AL East"
"2023-06-10",717816,"day","Atlanta Braves",1,"National League","NL East"
"2023-06-10",717814,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-06-10",717815,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-06-10",717826,"day","San Francisco Giants",0,"National League","NL West"
"2023-06-10",717825,"night","New York Yankees",1,"American League","AL East"
"2023-06-10",717809,"night","Los Angeles Angels",0,"American League","AL West"
"2023-06-11",717804,"day","Detroit Tigers",0,"American League","AL Central"
"2023-06-11",717802,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-06-11",717808,"day","Baltimore Orioles",1,"American League","AL East"
"2023-06-11",717803,"day","Pittsburgh Pirates",1,"National League","NL Central"
"2023-06-11",717806,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-06-11",717807,"day","Atlanta Braves",0,"National League","NL East"
"2023-06-11",717805,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-06-11",717801,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-06-11",717795,"day","Chicago White Sox",0,"American League","AL Central"
"2023-06-11",717800,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-06-11",717797,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-06-11",717798,"day","Colorado Rockies",1,"National League","NL West"
"2023-06-11",717796,"day","San Francisco Giants",1,"National League","NL West"
"2023-06-11",717799,"day","Los Angeles Angels",1,"American League","AL West"
"2023-06-11",717810,"night","New York Yankees",0,"American League","AL East"
"2023-06-12",717790,"night","Detroit Tigers",1,"American League","AL Central"
"2023-06-12",717794,"night","Boston Red Sox",0,"American League","AL East"
"2023-06-12",717791,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-06-12",717792,"night","Texas Rangers",0,"American League","AL West"
"2023-06-12",717793,"night","Kansas City Royals",0,"American League","AL Central"
"2023-06-12",717789,"night","Oakland Athletics",1,"American League","AL West"
"2023-06-12",717785,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-06-12",717786,"night","Seattle Mariners",1,"American League","AL West"
"2023-06-13",717787,"night","Baltimore Orioles",1,"American League","AL East"
"2023-06-13",717788,"night","Boston Red Sox",0,"American League","AL East"
"2023-06-13",717779,"night","New York Mets",0,"National League","NL East"
"2023-06-13",717783,"night","Minnesota Twins",1,"American League","AL Central"
"2023-06-13",717781,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-06-13",717782,"night","Chicago Cubs",1,"National League","NL Central"
"2023-06-13",717780,"night","Texas Rangers",0,"American League","AL West"
"2023-06-13",717777,"night","Kansas City Royals",0,"American League","AL Central"
"2023-06-13",717778,"night","Houston Astros",1,"American League","AL West"
"2023-06-13",717772,"night","San Diego Padres",1,"National League","NL West"
"2023-06-13",717774,"night","Oakland Athletics",1,"American League","AL West"
"2023-06-13",717775,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-06-13",717773,"night","Seattle Mariners",1,"American League","AL West"
"2023-06-13",717776,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-06-14",717770,"day","Detroit Tigers",0,"American League","AL Central"
"2023-06-14",717784,"day","Detroit Tigers",0,"American League","AL Central"
"2023-06-14",717771,"day","Minnesota Twins",1,"American League","AL Central"
"2023-06-14",717767,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-06-14",717769,"night","Baltimore Orioles",0,"American League","AL East"
"2023-06-14",717768,"night","Boston Red Sox",1,"American League","AL East"
"2023-06-14",717766,"night","New York Mets",1,"National League","NL East"
"2023-06-14",717763,"night","Chicago Cubs",1,"National League","NL Central"
"2023-06-14",717765,"night","Texas Rangers",1,"American League","AL West"
"2023-06-14",717764,"night","Kansas City Royals",0,"American League","AL Central"
"2023-06-14",717762,"night","Houston Astros",1,"American League","AL West"
"2023-06-14",717758,"night","San Diego Padres",1,"National League","NL West"
"2023-06-14",717761,"night","Oakland Athletics",0,"American League","AL West"
"2023-06-14",717757,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-06-14",717759,"night","Seattle Mariners",0,"American League","AL West"
"2023-06-14",717760,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-06-15",717753,"day","Baltimore Orioles",1,"American League","AL East"
"2023-06-15",717756,"day","Oakland Athletics",0,"American League","AL West"
"2023-06-15",717755,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-06-15",717752,"night","Minnesota Twins",0,"American League","AL Central"
"2023-06-15",717754,"night","Atlanta Braves",1,"National League","NL East"
"2023-06-15",717747,"night","Chicago Cubs",1,"National League","NL Central"
"2023-06-15",717751,"night","Texas Rangers",0,"American League","AL West"
"2023-06-15",717746,"night","Houston Astros",0,"American League","AL West"
"2023-06-15",717750,"night","San Diego Padres",0,"National League","NL West"
"2023-06-15",717748,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-06-16",717744,"day","Chicago Cubs",1,"National League","NL Central"
"2023-06-16",717749,"night","Washington Nationals",0,"National League","NL East"
"2023-06-16",717743,"night","New York Mets",1,"National League","NL East"
"2023-06-16",717742,"night","Boston Red Sox",1,"American League","AL East"
"2023-06-16",717745,"night","Atlanta Braves",1,"National League","NL East"
"2023-06-16",717741,"night","Texas Rangers",0,"American League","AL West"
"2023-06-16",717737,"night","Houston Astros",0,"American League","AL West"
"2023-06-16",717736,"night","Kansas City Royals",0,"American League","AL Central"
"2023-06-16",717738,"night","Minnesota Twins",0,"American League","AL Central"
"2023-06-16",717740,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-06-16",717739,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-06-16",717732,"night","San Diego Padres",0,"National League","NL West"
"2023-06-16",717735,"night","Oakland Athletics",0,"American League","AL West"
"2023-06-16",717731,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-06-16",717733,"night","Seattle Mariners",1,"American League","AL West"
"2023-06-17",717728,"day","Minnesota Twins",1,"American League","AL Central"
"2023-06-17",717729,"day","Chicago Cubs",1,"National League","NL Central"
"2023-06-17",717723,"day","Texas Rangers",1,"American League","AL West"
"2023-06-17",717734,"day","Washington Nationals",0,"National League","NL East"
"2023-06-17",717725,"day","Oakland Athletics",0,"American League","AL West"
"2023-06-17",717727,"day","Houston Astros",0,"American League","AL West"
"2023-06-17",717726,"day","Kansas City Royals",1,"American League","AL Central"
"2023-06-17",717718,"day","New York Mets",0,"National League","NL East"
"2023-06-17",717724,"day","Atlanta Braves",1,"National League","NL East"
"2023-06-17",717722,"day","Seattle Mariners",0,"American League","AL West"
"2023-06-17",717720,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-06-17",717717,"day","San Diego Padres",1,"National League","NL West"
"2023-06-17",717721,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-06-17",717719,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-06-18",717708,"day","Chicago Cubs",0,"National League","NL Central"
"2023-06-18",717716,"day","Atlanta Braves",1,"National League","NL East"
"2023-06-18",717714,"day","Washington Nationals",0,"National League","NL East"
"2023-06-18",717730,"day","Boston Red Sox",1,"American League","AL East"
"2023-06-18",717715,"night","Boston Red Sox",1,"American League","AL East"
"2023-06-18",717713,"day","New York Mets",0,"National League","NL East"
"2023-06-18",717707,"day","Houston Astros",0,"American League","AL West"
"2023-06-18",717712,"day","Kansas City Royals",0,"American League","AL Central"
"2023-06-18",717711,"day","Minnesota Twins",0,"American League","AL Central"
"2023-06-18",717710,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-06-18",717709,"day","Texas Rangers",1,"American League","AL West"
"2023-06-18",717705,"day","Oakland Athletics",0,"American League","AL West"
"2023-06-18",717706,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-06-18",717702,"day","Los Angeles Dodgers",0,"National League","NL West"
"2023-06-18",717703,"day","San Diego Padres",1,"National League","NL West"
"2023-06-18",717704,"day","Seattle Mariners",1,"American League","AL West"
